EX_ala_L(e),2.921348315
EX_arg_L(e),2.509578544
EX_asn_L(e),0.8270676692
EX_asp_L(e),0.8270676692
EX_cys_L(e),0.6611570248
EX_glu_L(e),1.995464853
EX_gln_L(e),1.995464853
EX_gly_L(e),1.466666667
EX_his_L(e),0.3870967742
EX_ile_L(e),0.9923664122
EX_leu_L(e),2.315521628
EX_lys_L(e),1.666666667
EX_met_L(e),0.4697986577
EX_phe_L(e),1.171717172
EX_pro_L(e),0.5217391304
EX_ser_L(e),1.174603175
EX_thr_L(e),0.8403361345
EX_tyr_L(e),0.3867403315
EX_val_L(e),1.310541311
EX_glc_D(e),29
EX_ac(e),1.055555556
EX_ppa(e),0.4954954955
EX_lac_D(e),0.5555555556
EX_lac_L(e),0
EX_lcts(e),0.5555555556
EX_succ(e),7.824858757
EX_WheyProtein_e,0.125
